Shares,Percent of Outstanding Shares,Registration,Email,Date of Birth / Organization,Address,Address Extra,City,State,Postal Code,Country,Onboarded Date,Issue Date of Security,Cancellation Date of Security,Dividends,Restricted Shares Notes
100909999.9800725,0.01009199910661315139692176131,UBS Group AG,real_email_for_shareholder_communication@gmx.com,1/6/1978,128 Georgia Tech Sta,355 Ferst Dr,Atlanta,GA,30337,USA,1/6/2000,,,,
30000000.0000000,0.003000297029612357159501071120,Nomura Holdings Inc.,real_email_for_shareholder_communication@gmx.com,1/7/1978,129 Georgia Tech Sta,356 Ferst Dr,Atlanta,GA,30338,USA,1/7/2000,,,,
90318873.1446420,0.009032781560460156282560285003,Blackrock Inc.,real_email_for_shareholder_communication@gmx.com,1/8/1978,130 Georgia Tech Sta,357 Ferst Dr,Atlanta,GA,30339,USA,1/8/2000,,,,
55520645.2427788,0.005552614233469022731957329437,"Vanguard Group, Inc. (The)",real_email_for_shareholder_communication@gmx.com,1/9/1978,131 Georgia Tech Sta,358 Ferst Dr,Atlanta,GA,30340,USA,1/9/2000,,,,
71794871.7948717,0.007180198019585118756841016726,Canada Pension Plan Investment Board,real_email_for_shareholder_communication@gmx.com,1/10/1978,132 Georgia Tech Sta,359 Ferst Dr,Atlanta,GA,30341,USA,1/10/2000,,,,
71672988.1237985,0.007168008445709146372169991805,Bank of America Corporation,real_email_for_shareholder_communication@gmx.com,1/11/1978,133 Georgia Tech Sta,360 Ferst Dr,Atlanta,GA,30342,USA,1/11/2000,,,,
0.0001383,1.383136930651296650529993786E-14,Vanguard International Stock Index-Emerging Markets Stk,real_email_for_shareholder_communication@gmx.com,1/13/1978,135 Georgia Tech Sta,362 Ferst Dr,Atlanta,GA,30344,USA,1/13/2000,,,,
59317211.8999289,0.005932308488941448112326723176,KraneShares CSI China Internet ETF,real_email_for_shareholder_communication@gmx.com,1/14/1978,136 Georgia Tech Sta,363 Ferst Dr,Atlanta,GA,30345,USA,1/14/2000,,,,
55000000.0000000,0.005500544554289321459085297053,iShares Core MSCI Emerging Markets ETF,real_email_for_shareholder_communication@gmx.com,1/15/1978,137 Georgia Tech Sta,364 Ferst Dr,Atlanta,GA,30346,USA,1/15/2000,,,,
4342246.4809567,0.0004342676406219699269525488907,iShares MSCI Emerging Markets ETF,real_email_for_shareholder_communication@gmx.com,1/16/1978,138 Georgia Tech Sta,365 Ferst Dr,Atlanta,GA,30347,USA,1/16/2000,,,,
2.6636854,2.663949131147267808449491475E-10,iShares MSCI China ETF,real_email_for_shareholder_communication@gmx.com,1/18/1978,140 Georgia Tech Sta,367 Ferst Dr,Atlanta,GA,30349,USA,1/18/2000,,,,
14556693.3111905,0.001455813456751430832359778537,Amplify Online Retail ETF,real_email_for_shareholder_communication@gmx.com,1/19/1978,141 Georgia Tech Sta,368 Ferst Dr,Atlanta,GA,30350,USA,1/19/2000,,,,
34995692.4936609,0.003499915741265275415121908168,Vanguard Intl Equity Index Fds-FTSE All World ex U.S. Index Fund,real_email_for_shareholder_communication@gmx.com,1/20/1978,142 Georgia Tech Sta,369 Ferst Dr,Atlanta,GA,30351,USA,1/20/2000,,,,
69696969.5938799,0.006970387028183354629305263931,Wells Fargo Emerging Markets Equity Fd,real_email_for_shareholder_communication@gmx.com,1/21/1978,143 Georgia Tech Sta,370 Ferst Dr,Atlanta,GA,30352,USA,1/21/2000,,,,
2E-7,2.000198019741571439667380746E-17,Brokerage 1,real_email_for_shareholder_communication@gmx.com,1/22/1978,144 Georgia Tech Sta,371 Ferst Dr,Atlanta,GA,30353,USA,1/22/2000,,,,
28266273.9625807,0.002826907260271332887204843443,Brokerage 2,real_email_for_shareholder_communication@gmx.com,1/23/1978,145 Georgia Tech Sta,372 Ferst Dr,Atlanta,GA,30354,USA,1/23/2000,,,,
25000000.0000000,0.002500247524676964299584225933,Brokerage 3,real_email_for_shareholder_communication@gmx.com,1/24/1978,146 Georgia Tech Sta,373 Ferst Dr,Atlanta,GA,30355,USA,1/24/2000,,,,
0.0213896,2.139171778153215823295470361E-12,Brokerage 4,real_email_for_shareholder_communication@gmx.com,1/25/1978,147 Georgia Tech Sta,374 Ferst Dr,Atlanta,GA,30356,USA,1/25/2000,,,,
23500000.0000000,0.002350232673196346441609172377,Brokerage 5,real_email_for_shareholder_communication@gmx.com,1/26/1978,148 Georgia Tech Sta,375 Ferst Dr,Atlanta,GA,30357,USA,1/26/2000,,,,
22807240.1618819,0.002280949830378330680682128325,Brokerage 6,real_email_for_shareholder_communication@gmx.com,1/27/1978,149 Georgia Tech Sta,376 Ferst Dr,Atlanta,GA,30358,USA,1/27/2000,,,,
20239709.5422727,0.002024171347329922092074704497,HFT 7,real_email_for_shareholder_communication@gmx.com,1/28/1978,150 Georgia Tech Sta,377 Ferst Dr,Atlanta,GA,30359,USA,1/28/2000,,,,
21000000.0000000,0.002100207920728650011650749784,Hedge Fund 8,real_email_for_shareholder_communication@gmx.com,1/29/1978,151 Georgia Tech Sta,378 Ferst Dr,Atlanta,GA,30360,USA,1/29/2000,,,,
20555555.0992908,0.002055759030214510952653422407,Institution 9,real_email_for_shareholder_communication@gmx.com,1/30/1978,152 Georgia Tech Sta,379 Ferst Dr,Atlanta,GA,30361,USA,1/30/2000,,,,
19999999.9887640,0.002000198018617860192176565912,Institution 10,real_email_for_shareholder_communication@gmx.com,1/31/1978,153 Georgia Tech Sta,380 Ferst Dr,Atlanta,GA,30362,USA,1/31/2000,,,,
22317270.9854851,0.002231948061560166277408507534,Institution 11,real_email_for_shareholder_communication@gmx.com,2/1/1978,154 Georgia Tech Sta,381 Ferst Dr,Atlanta,GA,30363,USA,2/1/2000,,,,
14988649.8905263,0.001499013391481521340269380856,Institution 13,real_email_for_shareholder_communication@gmx.com,2/3/1978,156 Georgia Tech Sta,383 Ferst Dr,Atlanta,GA,30365,USA,2/3/2000,,,,
14662833.7523392,0.001466428551761437159568522155,Institution 14,real_email_for_shareholder_communication@gmx.com,2/4/1978,157 Georgia Tech Sta,384 Ferst Dr,Atlanta,GA,30366,USA,2/4/2000,,,,
0E-7,0,Institution 15,real_email_for_shareholder_communication@gmx.com,2/5/1978,158 Georgia Tech Sta,385 Ferst Dr,Atlanta,GA,30367,USA,2/5/2000,,,,
11046327.0579548,0.001104742075336946490547274172,Institution 16,real_email_for_shareholder_communication@gmx.com,2/6/1978,159 Georgia Tech Sta,386 Ferst Dr,Atlanta,GA,30368,USA,2/6/2000,,,,
11467995.5782706,0.001146913102303097577850934271,Institution 17,real_email_for_shareholder_communication@gmx.com,2/7/1978,160 Georgia Tech Sta,387 Ferst Dr,Atlanta,GA,30369,USA,2/7/2000,,,,
0.0020073,2.007498742513628175422166686E-13,Institution 19,real_email_for_shareholder_communication@gmx.com,2/9/1978,162 Georgia Tech Sta,389 Ferst Dr,Atlanta,GA,30371,USA,2/9/2000,,,,
10638297.8723404,0.001063935116883812042123475195,Institution 21,real_email_for_shareholder_communication@gmx.com,2/11/1978,164 Georgia Tech Sta,391 Ferst Dr,Atlanta,GA,30373,USA,2/11/2000,,,,
0.0009417,9.417932375953189123673862244E-14,Institution 22,real_email_for_shareholder_communication@gmx.com,2/12/1978,165 Georgia Tech Sta,392 Ferst Dr,Atlanta,GA,30374,USA,2/12/2000,,,,
6000000.0167677,0.0006000594075994074486812515954,Institution 23,real_email_for_shareholder_communication@gmx.com,2/13/1978,166 Georgia Tech Sta,393 Ferst Dr,Atlanta,GA,30375,USA,2/13/2000,,,,
10000000.0000000,0.001000099009870785719833690373,Institution 25,real_email_for_shareholder_communication@gmx.com,2/15/1978,168 Georgia Tech Sta,395 Ferst Dr,Atlanta,GA,30377,USA,2/15/2000,,,,
9405972.0000000,0.0009406903284072334098755536307,Institution 27,real_email_for_shareholder_communication@gmx.com,2/17/1978,170 Georgia Tech Sta,397 Ferst Dr,Atlanta,GA,30379,USA,2/17/2000,,,,
5000000.9743588,0.0005000496023809199738055380900,Institution 31,real_email_for_shareholder_communication@gmx.com,2/21/1978,174 Georgia Tech Sta,401 Ferst Dr,Atlanta,GA,30383,USA,2/21/2000,,,,
7284002.8188864,0.0007284724007064300761492223632,Institution 32,real_email_for_shareholder_communication@gmx.com,2/22/1978,175 Georgia Tech Sta,402 Ferst Dr,Atlanta,GA,30384,USA,2/22/2000,,,,
7164519.4805192,0.0007165228838667207978579208985,Institution 33,real_email_for_shareholder_communication@gmx.com,2/23/1978,176 Georgia Tech Sta,403 Ferst Dr,Atlanta,GA,30385,USA,2/23/2000,,,,
0.0005597,5.597554158246787673909165019E-14,Institution 34,real_email_for_shareholder_communication@gmx.com,2/24/1978,177 Georgia Tech Sta,404 Ferst Dr,Atlanta,GA,30386,USA,2/24/2000,,,,
18248511.1925018,0.001825031797523700136537203543,Institution 35,real_email_for_shareholder_communication@gmx.com,2/25/1978,178 Georgia Tech Sta,405 Ferst Dr,Atlanta,GA,30387,USA,2/25/2000,,,,
4041188.8819781,0.0004041588999567125339280106218,Institution 39,real_email_for_shareholder_communication@gmx.com,3/1/1978,182 Georgia Tech Sta,409 Ferst Dr,Atlanta,GA,30391,USA,2/29/2000,,,,
8168999.9666667,0.0008169808778297848219595555024,Institution 40,real_email_for_shareholder_communication@gmx.com,3/2/1978,183 Georgia Tech Sta,410 Ferst Dr,Atlanta,GA,30392,USA,3/1/2000,,,,
11174720.5152394,0.001117582692287368038555764830,Institution 42,real_email_for_shareholder_communication@gmx.com,3/4/1978,185 Georgia Tech Sta,412 Ferst Dr,Atlanta,GA,30394,USA,3/3/2000,,,,
5000000.0058426,0.0005000495055197107074239504513,Institution 44,real_email_for_shareholder_communication@gmx.com,3/6/1978,187 Georgia Tech Sta,414 Ferst Dr,Atlanta,GA,30396,USA,3/5/2000,,,,
5000000.0000000,0.0005000495049353928599168451866,Institution 45,real_email_for_shareholder_communication@gmx.com,3/7/1978,188 Georgia Tech Sta,415 Ferst Dr,Atlanta,GA,30397,USA,3/6/2000,,,,
5000000.0000000,0.0005000495049353928599168451866,Institution 46,real_email_for_shareholder_communication@gmx.com,3/8/1978,189 Georgia Tech Sta,416 Ferst Dr,Atlanta,GA,30398,USA,3/7/2000,,,,
6705680.3469573,0.0006706344275501982583215543094,Institution 47,real_email_for_shareholder_communication@gmx.com,3/9/1978,190 Georgia Tech Sta,417 Ferst Dr,Atlanta,GA,30399,USA,3/8/2000,,,,
10000000.0000000,0.001000099009870785719833690373,Institution 48,real_email_for_shareholder_communication@gmx.com,3/10/1978,191 Georgia Tech Sta,418 Ferst Dr,Atlanta,GA,30400,USA,3/9/2000,,,,
4857142.8571428,0.0004857623762229473490677360625,Institution 49,real_email_for_shareholder_communication@gmx.com,3/11/1978,192 Georgia Tech Sta,419 Ferst Dr,Atlanta,GA,30401,USA,3/10/2000,,,,
4025974.0259740,0.0004026372637142098350005510054,Institution 50,real_email_for_shareholder_communication@gmx.com,3/12/1978,193 Georgia Tech Sta,420 Ferst Dr,Atlanta,GA,30402,USA,3/11/2000,,,,
2457876.6996561,0.0002458120053710540181977392234,Institution 52,real_email_for_shareholder_communication@gmx.com,3/14/1978,195 Georgia Tech Sta,422 Ferst Dr,Atlanta,GA,30404,USA,3/13/2000,,,,
3615571.1682950,0.0003615929145529189462048698456,Institution 54,real_email_for_shareholder_communication@gmx.com,3/16/1978,197 Georgia Tech Sta,424 Ferst Dr,Atlanta,GA,30406,USA,3/15/2000,,,,
3543815.5138830,0.0003544166386599117985161407515,Institution 55,real_email_for_shareholder_communication@gmx.com,3/17/1978,198 Georgia Tech Sta,425 Ferst Dr,Atlanta,GA,30407,USA,3/16/2000,,,,
3219595.0452380,0.0003219913816927411358182554751,Institution 57,real_email_for_shareholder_communication@gmx.com,3/19/1978,200 Georgia Tech Sta,427 Ferst Dr,Atlanta,GA,30409,USA,3/18/2000,,,,
3112359.5393258,0.0003112667693641627349965269714,Institution 58,real_email_for_shareholder_communication@gmx.com,3/20/1978,201 Georgia Tech Sta,428 Ferst Dr,Atlanta,GA,30410,USA,3/19/2000,,,,
3000000.0000000,0.0003000297029612357159501071120,Institution 59,real_email_for_shareholder_communication@gmx.com,3/21/1978,202 Georgia Tech Sta,429 Ferst Dr,Atlanta,GA,30411,USA,3/20/2000,,,,
2980477.0300000,0.0002980772126645620106016329577,Institution 60,real_email_for_shareholder_communication@gmx.com,3/22/1978,203 Georgia Tech Sta,430 Ferst Dr,Atlanta,GA,30412,USA,3/21/2000,,,,
2941176.4705882,0.0002941467676090510937192858599,Institution 61,real_email_for_shareholder_communication@gmx.com,3/23/1978,204 Georgia Tech Sta,431 Ferst Dr,Atlanta,GA,30413,USA,3/22/2000,,,,
2100000.8571428,0.0002100208777956315609523659882,Institution 63,real_email_for_shareholder_communication@gmx.com,3/25/1978,206 Georgia Tech Sta,433 Ferst Dr,Atlanta,GA,30415,USA,3/24/2000,,,,
0.0075621,7.562848722543868691954349971E-13,Institution 65,real_email_for_shareholder_communication@gmx.com,3/27/1978,208 Georgia Tech Sta,435 Ferst Dr,Atlanta,GA,30417,USA,3/26/2000,,,,
2499999.9949495,0.0002500247519625964250231822655,Institution 66,real_email_for_shareholder_communication@gmx.com,3/28/1978,209 Georgia Tech Sta,436 Ferst Dr,Atlanta,GA,30418,USA,3/27/2000,,,,
2499999.9926533,0.0002500247517329536903766524485,Institution 67,real_email_for_shareholder_communication@gmx.com,3/29/1978,210 Georgia Tech Sta,437 Ferst Dr,Atlanta,GA,30419,USA,3/28/2000,,,,
2484227.9303545,0.0002484473893440886675255202118,Institution 68,real_email_for_shareholder_communication@gmx.com,3/30/1978,211 Georgia Tech Sta,438 Ferst Dr,Atlanta,GA,30420,USA,3/29/2000,,,,
1000000.0000000,0.0001000099009870785719833690373,Institution 69,real_email_for_shareholder_communication@gmx.com,3/31/1978,212 Georgia Tech Sta,439 Ferst Dr,Atlanta,GA,30421,USA,3/30/2000,,,,
3101006.6482596,0.0003101313678527149841150195275,Institution 70,real_email_for_shareholder_communication@gmx.com,4/1/1978,213 Georgia Tech Sta,440 Ferst Dr,Atlanta,GA,30422,USA,3/31/2000,,,,
2333333.3333333,0.0002333564356365133342978281845,Institution 71,real_email_for_shareholder_communication@gmx.com,4/2/1978,214 Georgia Tech Sta,441 Ferst Dr,Atlanta,GA,30423,USA,4/1/2000,,,,
1865.0000000,1.865184653409015367489832546E-7,Institution 72,real_email_for_shareholder_communication@gmx.com,4/3/1978,215 Georgia Tech Sta,442 Ferst Dr,Atlanta,GA,30424,USA,4/2/2000,,,,
2222222.2111111,0.0002222442233045079266632694267,Institution 73,real_email_for_shareholder_communication@gmx.com,4/4/1978,216 Georgia Tech Sta,443 Ferst Dr,Atlanta,GA,30425,USA,4/3/2000,,,,
2173913.0434782,0.0002174128282327734167524813024,Institution 74,real_email_for_shareholder_communication@gmx.com,4/5/1978,217 Georgia Tech Sta,444 Ferst Dr,Atlanta,GA,30426,USA,4/4/2000,,,,
2036198.0421052,0.0002036399645810242971565327561,Institution 75,real_email_for_shareholder_communication@gmx.com,4/6/1978,218 Georgia Tech Sta,445 Ferst Dr,Atlanta,GA,30427,USA,4/5/2000,,,,
2025316.4556962,0.0002025516982016778672830233994,Institution 76,real_email_for_shareholder_communication@gmx.com,4/7/1978,219 Georgia Tech Sta,446 Ferst Dr,Atlanta,GA,30428,USA,4/6/2000,,,,
2000000.0000000,0.0002000198019741571439667380746,Institution 78,real_email_for_shareholder_communication@gmx.com,4/9/1978,221 Georgia Tech Sta,448 Ferst Dr,Atlanta,GA,30430,USA,4/8/2000,,,,
13155544.1908137,0.001315684671954414829162493150,Institution 80,real_email_for_shareholder_communication@gmx.com,4/11/1978,223 Georgia Tech Sta,450 Ferst Dr,Atlanta,GA,30432,USA,4/10/2000,,,,
1733333.3333333,0.0001733504950442661911078067621,Institution 82,real_email_for_shareholder_communication@gmx.com,4/13/1978,225 Georgia Tech Sta,452 Ferst Dr,Atlanta,GA,30434,USA,4/12/2000,,,,
1558052.4344568,0.0001558206697027012943988298278,Institution 83,real_email_for_shareholder_communication@gmx.com,4/14/1978,226 Georgia Tech Sta,453 Ferst Dr,Atlanta,GA,30435,USA,4/13/2000,,,,
1502359.2105263,0.0001502507958917607945023618925,Institution 84,real_email_for_shareholder_communication@gmx.com,4/15/1978,227 Georgia Tech Sta,454 Ferst Dr,Atlanta,GA,30436,USA,4/14/2000,,,,
1501047.6190476,0.0001501196237578405115285411411,Institution 85,real_email_for_shareholder_communication@gmx.com,4/16/1978,228 Georgia Tech Sta,455 Ferst Dr,Atlanta,GA,30437,USA,4/15/2000,,,,
1485689.7656179,0.0001485836863569621494664229786,Institution 86,real_email_for_shareholder_communication@gmx.com,4/17/1978,229 Georgia Tech Sta,456 Ferst Dr,Atlanta,GA,30438,USA,4/16/2000,,,,
1428571.4285714,0.0001428712871243951025504989939,Institution 88,real_email_for_shareholder_communication@gmx.com,4/19/1978,231 Georgia Tech Sta,458 Ferst Dr,Atlanta,GA,30440,USA,4/18/2000,,,,
1315617.3805282,0.0001315747639635049544282762782,Institution 89,real_email_for_shareholder_communication@gmx.com,4/20/1978,232 Georgia Tech Sta,459 Ferst Dr,Atlanta,GA,30441,USA,4/19/2000,,,,
1305000.0236842,0.0001305129231567920333964629083,Institution 90,real_email_for_shareholder_communication@gmx.com,4/21/1978,233 Georgia Tech Sta,460 Ferst Dr,Atlanta,GA,30442,USA,4/20/2000,,,,
1176470.5882352,0.0001176587070436124366956353777,Institution 92,real_email_for_shareholder_communication@gmx.com,4/23/1978,235 Georgia Tech Sta,462 Ferst Dr,Atlanta,GA,30444,USA,4/22/2000,,,,
137613.8097561,0.00001376274348816222820924220615,Institution 94,real_email_for_shareholder_communication@gmx.com,4/25/1978,237 Georgia Tech Sta,464 Ferst Dr,Atlanta,GA,30446,USA,4/24/2000,,,,
1126668.0769230,0.0001126779628183714541684034192,Institution 96,real_email_for_shareholder_communication@gmx.com,4/27/1978,239 Georgia Tech Sta,466 Ferst Dr,Atlanta,GA,30448,USA,4/26/2000,,,,
1126666.6666666,0.0001126778217787685237745299768,Institution 97,real_email_for_shareholder_communication@gmx.com,4/28/1978,240 Georgia Tech Sta,467 Ferst Dr,Atlanta,GA,30449,USA,4/27/2000,,,,
1107070.7575756,0.0001107180368508258209122697776,Institution 98,real_email_for_shareholder_communication@gmx.com,4/29/1978,241 Georgia Tech Sta,468 Ferst Dr,Atlanta,GA,30450,USA,4/28/2000,,,,
0.0137008,1.370215651443766099029742507E-12,Institution 99,real_email_for_shareholder_communication@gmx.com,4/30/1978,242 Georgia Tech Sta,469 Ferst Dr,Atlanta,GA,30451,USA,4/29/2000,,,,
1073247.2133326,0.0001073353475400513194614730347,Institution 100,real_email_for_shareholder_communication@gmx.com,5/1/1978,243 Georgia Tech Sta,470 Ferst Dr,Atlanta,GA,30452,USA,4/30/2000,,,,
1052631.5789473,0.0001052735799863916540418998708,Institution 101,real_email_for_shareholder_communication@gmx.com,5/2/1978,244 Georgia Tech Sta,471 Ferst Dr,Atlanta,GA,30453,USA,5/1/2000,,,,
1025641.0256410,0.0001025742574226421248572762670,Institution 103,real_email_for_shareholder_communication@gmx.com,5/4/1978,246 Georgia Tech Sta,473 Ferst Dr,Atlanta,GA,30455,USA,5/3/2000,,,,
1007594.9367089,0.0001007694698553387893742941179,Institution 105,real_email_for_shareholder_communication@gmx.com,5/6/1978,248 Georgia Tech Sta,475 Ferst Dr,Atlanta,GA,30457,USA,5/5/2000,,,,
1000000.0030770,0.0001000099012948090373206098033,Institution 108,real_email_for_shareholder_communication@gmx.com,5/9/1978,251 Georgia Tech Sta,478 Ferst Dr,Atlanta,GA,30460,USA,5/8/2000,,,,
1000000.0000000,0.0001000099009870785719833690373,Institution 109,real_email_for_shareholder_communication@gmx.com,5/10/1978,252 Georgia Tech Sta,479 Ferst Dr,Atlanta,GA,30461,USA,5/9/2000,,,,
1000000.0000000,0.0001000099009870785719833690373,Institution 112,real_email_for_shareholder_communication@gmx.com,5/13/1978,255 Georgia Tech Sta,482 Ferst Dr,Atlanta,GA,30464,USA,5/12/2000,,,,
2341666.6666666,0.0002341898514780689887343233572,Institution 113,real_email_for_shareholder_communication@gmx.com,5/14/1978,256 Georgia Tech Sta,483 Ferst Dr,Atlanta,GA,30465,USA,5/13/2000,,,,
1000000.0000000,0.0001000099009870785719833690373,Institution 114,real_email_for_shareholder_communication@gmx.com,5/15/1978,257 Georgia Tech Sta,484 Ferst Dr,Atlanta,GA,30466,USA,5/14/2000,,,,
1000000.0000000,0.0001000099009870785719833690373,Institution 116,real_email_for_shareholder_communication@gmx.com,5/17/1978,259 Georgia Tech Sta,486 Ferst Dr,Atlanta,GA,30468,USA,5/16/2000,,,,
1000000.0000000,0.0001000099009870785719833690373,Institution 117,real_email_for_shareholder_communication@gmx.com,5/18/1978,260 Georgia Tech Sta,487 Ferst Dr,Atlanta,GA,30469,USA,5/17/2000,,,,
677744.5082740,0.00006778116116701899399667056110,Institution 118,real_email_for_shareholder_communication@gmx.com,5/19/1978,261 Georgia Tech Sta,488 Ferst Dr,Atlanta,GA,30470,USA,5/18/2000,,,,
923072.8947368,0.00009231642880648336909335526899,Institution 119,real_email_for_shareholder_communication@gmx.com,5/20/1978,262 Georgia Tech Sta,489 Ferst Dr,Atlanta,GA,30471,USA,5/19/2000,,,,
652440.9764319,0.00006525055745286718312983478572,Institution 120,real_email_for_shareholder_communication@gmx.com,5/21/1978,263 Georgia Tech Sta,490 Ferst Dr,Atlanta,GA,30472,USA,5/20/2000,,,,
2014524.1693494,0.0002014723627127101993673884448,Institution 121,real_email_for_shareholder_communication@gmx.com,5/22/1978,264 Georgia Tech Sta,491 Ferst Dr,Atlanta,GA,30473,USA,5/21/2000,,,,
797872.3351063,0.00007979513323431023753176268718,Institution 122,real_email_for_shareholder_communication@gmx.com,5/23/1978,265 Georgia Tech Sta,492 Ferst Dr,Atlanta,GA,30474,USA,5/22/2000,,,,
752759.8895954,0.00007528344202548015132818596814,Institution 124,real_email_for_shareholder_communication@gmx.com,5/25/1978,267 Georgia Tech Sta,494 Ferst Dr,Atlanta,GA,30476,USA,5/24/2000,,,,
1356500.0000000,0.0001356634306889720828954400991,Institution 125,real_email_for_shareholder_communication@gmx.com,5/26/1978,268 Georgia Tech Sta,495 Ferst Dr,Atlanta,GA,30477,USA,5/25/2000,,,,
614285.7142857,0.00006143465346348969407691259323,Institution 127,real_email_for_shareholder_communication@gmx.com,5/28/1978,270 Georgia Tech Sta,497 Ferst Dr,Atlanta,GA,30479,USA,5/27/2000,,,,
996034.9765900,0.00009961335938843302333794560896,Institution 129,real_email_for_shareholder_communication@gmx.com,5/30/1978,272 Georgia Tech Sta,499 Ferst Dr,Atlanta,GA,30481,USA,5/29/2000,,,,
671834.6253229,0.00006719011435823425928270991432,Institution 130,real_email_for_shareholder_communication@gmx.com,5/31/1978,273 Georgia Tech Sta,500 Ferst Dr,Atlanta,GA,30482,USA,5/30/2000,,,,
632911.3924050,0.00006329740568801808290713311991,Institution 131,real_email_for_shareholder_communication@gmx.com,6/1/1978,274 Georgia Tech Sta,501 Ferst Dr,Atlanta,GA,30483,USA,5/31/2000,,,,
601000.0000000,0.00006010595049323422176200479143,Institution 134,real_email_for_shareholder_communication@gmx.com,6/4/1978,277 Georgia Tech Sta,504 Ferst Dr,Atlanta,GA,30486,USA,6/3/2000,,,,
823973.5885871,0.00008240551701056368546456669162,Institution 135,real_email_for_shareholder_communication@gmx.com,6/5/1978,278 Georgia Tech Sta,505 Ferst Dr,Atlanta,GA,30487,USA,6/4/2000,,,,
558659.2178770,0.00005587145306539752530737499104,Institution 136,real_email_for_shareholder_communication@gmx.com,6/6/1978,279 Georgia Tech Sta,506 Ferst Dr,Atlanta,GA,30488,USA,6/5/2000,,,,
531934.9189188,0.00005319875857263885627445829817,Institution 138,real_email_for_shareholder_communication@gmx.com,6/8/1978,281 Georgia Tech Sta,508 Ferst Dr,Atlanta,GA,30490,USA,6/7/2000,,,,
620000.0067019,0.00006200613928224507005499068471,Institution 139,real_email_for_shareholder_communication@gmx.com,6/9/1978,282 Georgia Tech Sta,509 Ferst Dr,Atlanta,GA,30491,USA,6/8/2000,,,,
507614.2131979,0.00005076644720155577189184457236,Institution 140,real_email_for_shareholder_communication@gmx.com,6/10/1978,283 Georgia Tech Sta,510 Ferst Dr,Atlanta,GA,30492,USA,6/9/2000,,,,
500000.0003788,0.00005000495053142303648558988173,Institution 141,real_email_for_shareholder_communication@gmx.com,6/11/1978,284 Georgia Tech Sta,511 Ferst Dr,Atlanta,GA,30493,USA,6/10/2000,,,,
500000.0000000,0.00005000495049353928599168451866,Institution 142,real_email_for_shareholder_communication@gmx.com,6/12/1978,285 Georgia Tech Sta,512 Ferst Dr,Atlanta,GA,30494,USA,6/11/2000,,,,
500000.0000000,0.00005000495049353928599168451866,Institution 143,real_email_for_shareholder_communication@gmx.com,6/13/1978,286 Georgia Tech Sta,513 Ferst Dr,Atlanta,GA,30495,USA,6/12/2000,,,,
0E-7,0,Institution 145,real_email_for_shareholder_communication@gmx.com,6/15/1978,288 Georgia Tech Sta,515 Ferst Dr,Atlanta,GA,30497,USA,6/14/2000,,,,
